#,Class,Who,Progress,Num,Denom,✓,,Name,Requirements,Rewards,Incomplete,Actual Requirements (if different),Description,Icon Name,Tab,Actual Name,Time,Responsibility
745,Child,,,0,0,FALSE,,Machine Bow,Fire a crossbow as rapidly as possible (Shoot a crossbow with Quick Charge III),12 Lapis Lazuli,,Shoot a crossbow with Quick Charge III,Fire a crossbow as rapidly as possible,crossbow,Enchanting,blazeandcave:enchanting/machine_bow,,XP
746,Unique,,,0,0,FALSE,,Arbalistic,Kill five unique mobs with one crossbow shot,,,,Kill five unique mobs with one crossbow shot,spectral_arrow,Enchanting,minecraft:adventure/arbalistic,,XP
747,Child,,,0,0,FALSE,,Boomerang,Turn your trident into a boomerang by getting Loyalty on it,12 Lapis Lazuli,,,Turn your trident into a boomerang by getting Loyalty on it,trident,Enchanting,blazeandcave:enchanting/boomerang,,XP
748,Child,,,0,0,FALSE,,Do A Barrel Roll!,Use Riptide to give yourself a boost (Use a Riptide-enchanted trident while in water or rain),12 Lapis Lazuli,,Use a Riptide-enchanted trident while in water or rain,Use Riptide to give yourself a boost,water_bucket,Enchanting,blazeandcave:enchanting/do_a_barrel_roll,,XP
749,Child,,,0,0,FALSE,,Zeus,Obtain Channeling on a trident,12 Lapis Lazuli,,,Obtain Channeling on a trident,end_rod,Enchanting,blazeandcave:enchanting/zeus,,XP
750,Subset,,,0,0,FALSE,,Very Very Frightening,Strike a Villager with lightning,,,,Strike a Villager with lightning,dragon_breath,Enchanting,minecraft:adventure/very_very_frightening,,
751,Incidental,,,0,0,FALSE,,Mace Windu,Obtain the Wind Burst enchantment on a Mace,16 Wind Charges,,,Obtain the Wind Burst enchantment on a Mace,mace,Enchanting,blazeandcave:enchanting/mace_windu,,
752,Unique,,,0,0,FALSE,,Whack-a-mole,"Using a Mace enchanted with Wind Burst, hit eight Armadillos consecutively without touching the ground",48 Wind Charges,,,"Using a Mace enchanted with Wind Burst, hit eight Armadillos consecutively without touching the ground",armadillo_spawn_egg,Enchanting,blazeandcave:enchanting/whack_a_mole,,
753,Subset,,,0,0,FALSE,,Like a Cat,Obtain boots enchanted with Feather Falling,,,,Obtain boots enchanted with Feather Falling,iron_boots,Enchanting,blazeandcave:enchanting/like_a_cat,,
754,Subset,,,0,0,FALSE,,Armor for the masses,Obtain all protection related enchantments (See requirement notes below),,,See requirement notes below,Obtain all protection related enchantments,iron_chestplate,Enchanting,blazeandcave:enchanting/armor_for_the_masses,,
755,Subset,,,0,0,FALSE,,Knocking your socks off,Obtain Knockback and Punch enchantments (Obtain Knockback and Punch on any non-book item(s)),,,Obtain Knockback and Punch on any non-book item(s),Obtain Knockback and Punch enchantments,iron_sword,Enchanting,blazeandcave:enchanting/knocking_your_socks_off,,
756,Subset,,,0,0,FALSE,,Scuba Gear,"Obtain every water related enchantment (Obtain Respiration, Aqua Affinity and Depth Strider on any non-book item(s))",,,"Obtain Respiration, Aqua Affinity and Depth Strider on any non-book item(s)",Obtain every water related enchantment,water_bucket,Enchanting,blazeandcave:enchanting/scuba_gear,,
757,Subset,,,0,0,FALSE,,Fiery,"Obtain every fire related enchantment (Obtain Fire Protection, Fire Aspect and Flame on any non-book item(s))",,,"Obtain Fire Protection, Fire Aspect and Flame on any non-book item(s)",Obtain every fire related enchantment,blaze_powder,Enchanting,blazeandcave:enchanting/fiery,,
758,Subset,,,0,0,FALSE,,Like a Ninja,Find the Swift Sneak enchantment on an Enchanted Book in an Ancient City (Obtain an Enchanted Book with Swift Sneak on it),1 Echo Shard,,Obtain an Enchanted Book with Swift Sneak on it,Find the Swift Sneak enchantment on an Enchanted Book in an Ancient City,sculk,Enchanting,blazeandcave:enchanting/like_a_ninja,,
759,Unique,,,0,0,FALSE,,Silent But Deadly,Sneak and sprint on sculk with Speed II while wearing Swift Sneak III leggings. Try saying that six times swiftly,4 Echo Shards,,,Sneak and sprint on sculk with Speed II while wearing Swift Sneak III leggings. Try saying that six times swiftly,diamond_leggings,Enchanting,blazeandcave:enchanting/silent_but_deadly,,XP
760,Subset,,,0,0,FALSE,,Gotta Go Fast!,Obtain the Soul Speed enchantment from a Bastion or bartering with Piglins (Obtain Soul Speed on either boots or an Enchanted Book),16 Gold Ingots,,Obtain Soul Speed on either boots or an Enchanted Book,Obtain the Soul Speed enchantment from a Bastion or bartering with Piglins,soul_soil,Enchanting,blazeandcave:enchanting/gotta_go_fast,,
761,Child,,,0,0,FALSE,,Let It Go!,"Using Frost Walker boots, walk on frozen water over a deep ocean (Step on Frosted Ice while wearing Frost Walker boots and in any Deep Ocean biome)",,,Step on Frosted Ice while wearing Frost Walker boots and in any Deep Ocean biome,"Using Frost Walker boots, walk on frozen water over a deep ocean",ice,Enchanting,blazeandcave:enchanting/let_it_go,,XP
762,Subset,,,0,0,FALSE,,Complete Enchanter,Get every enchantment throughout your enchanting career (See requirement notes below),,,See requirement notes below,Get every enchantment throughout your enchanting career,experience_bottle,Enchanting,blazeandcave:enchanting/complete_enchanter,,
763,Subset,,,0,0,FALSE,,Master Enchanter,Get every enchantment at its max level throughout your enchanting career (See requirement notes below),,,See requirement notes below,Get every enchantment at its max level throughout your enchanting career,enchanting_table,Enchanting,blazeandcave:enchanting/master_enchanter,,
764,Subset,,,0,0,FALSE,,Heavy Metal,Craft an anvil (Obtain an anvil),1 Iron Block,,Obtain an anvil,Craft an anvil,anvil,Enchanting,blazeandcave:enchanting/heavy_metal,,
765,Unique,,,0,0,FALSE,,Baron of Blacksmiths,"Get a stack of regular, chipped and damaged Anvils",8 Iron Blocks,,,"Get a stack of regular, chipped and damaged Anvils",damaged_anvil,Enchanting,blazeandcave:enchanting/baron_of_blacksmiths,,All Items
766,Subset,,,0,0,FALSE,,Curses!,Obtain both types of curses (Obtain Curses of Binding and Vanishing on any item(s)),12 Lapis Lazuli,,Obtain Curses of Binding and Vanishing on any item(s),Obtain both types of curses,creeper_head,Enchanting,blazeandcave:enchanting/curses,,
767,Child,,,0,0,FALSE,,Handmade Blinding,Wear a carved pumpkin enchanted with Curse of Binding,1 Curse of Binding Enchanted Book,,,Wear a carved pumpkin enchanted with Curse of Binding,carved_pumpkin,Enchanting,blazeandcave:enchanting/handmade_blinding,,XP
768,Unique,,,0,0,FALSE,,This name sounds cooler,Name your Diamond Sword 'Diamond Edge' (Hold the named item in your mainhand),"1 Diamond, 1 Sharpness II Enchanted Book",,Hold the named item in your mainhand,Name your Diamond Sword 'Diamond Edge',diamond_sword,Enchanting,blazeandcave:enchanting/this_name_sounds_cooler,,XP
769,Unique,,,0,0,FALSE,,I'll be back,Name your Bow 'Terminator' (Hold the named item in your mainhand),"32 Arrows, 1 Power II Enchanted Book",,Hold the named item in your mainhand,Name your Bow 'Terminator',black_stained_glass,Enchanting,blazeandcave:enchanting/ill_be_back,,XP
770,Unique,,,0,0,FALSE,,God of Thunder,Name your Trident with Loyalty III and Channeling 'Mjolnir' (Hold the named item in your mainhand),1 Trident,,Hold the named item in your mainhand,Name your Trident with Loyalty III and Channeling 'Mjolnir',trident,Enchanting,blazeandcave:enchanting/god_of_thunder,,XP
771,Subset,,,0,0,FALSE,,Unbreakable,Obtain Mending on an item,,,,Obtain Mending on an item,bedrock,Enchanting,blazeandcave:enchanting/unbreakable,,
772,Unique,,,0,0,FALSE,,Master Miner,Create a pickaxe with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a pickaxe with all possible enchantments at max level,diamond_pickaxe,Enchanting,blazeandcave:enchanting/master_miner,,XP
773,Unique,,,0,0,FALSE,,Master Digger,Create a shovel with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a shovel with all possible enchantments at max level,diamond_shovel,Enchanting,blazeandcave:enchanting/master_digger,,XP
774,Unique,,,0,0,FALSE,,Master Axeman,Create a axe with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a axe with all possible enchantments at max level,diamond_axe,Enchanting,blazeandcave:enchanting/master_axeman,,XP
775,Unique,,,0,0,FALSE,,Master Farmer,Create a hoe with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a hoe with all possible enchantments at max level,diamond_hoe,Enchanting,blazeandcave:enchanting/master_farmer,,XP
776,Unique,,,0,0,FALSE,,Master Knight,Create a sword with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a sword with all possible enchantments at max level,diamond_sword,Enchanting,blazeandcave:enchanting/master_knight,,XP
777,Unique,,,0,0,FALSE,,Master Sniper,Create a bow with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a bow with all possible enchantments at max level,bow,Enchanting,blazeandcave:enchanting/master_sniper,,XP
778,Unique,,,0,0,FALSE,,Master Arbalist,Create a crossbow with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a crossbow with all possible enchantments at max level,crossbow,Enchanting,blazeandcave:enchanting/master_arbalist,,XP
779,Unique,,,0,0,FALSE,,Master Armorer,Create a full suit of armor with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a full suit of armor with all possible enchantments at max level,diamond_helmet,Enchanting,blazeandcave:enchanting/master_armorer,,XP
780,Unique,,,0,0,FALSE,,Master Fisher,Create a fishing rod with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a fishing rod with all possible enchantments at max level,fishing_rod,Enchanting,blazeandcave:enchanting/master_fisher,,XP
781,Unique,,,0,0,FALSE,,Master Tridenteer,Create a trident with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a trident with all possible enchantments at max level,trident,Enchanting,blazeandcave:enchanting/master_tridenteer,,XP
782,Unique,,,0,0,FALSE,,Master Macerator,Create a mace with all possible enchantments at max level (See requirement notes below),,,See requirement notes below,Create a mace with all possible enchantments at max level,mace,Enchanting,blazeandcave:enchanting/master_macerator,,XP
783,Subset,,,0,0,FALSE,,Statistics,"If your numbers go up, you're having more fun (Once you obtain diamonds OR enter the Nether OR enter the End)",,,Once you obtain diamonds OR enter the Nether OR enter the End,"If your numbers go up, you're having more fun",writable_book,Statistics,blazeandcave:statistics/root,,
784,Subset,,,0,0,FALSE,,Out for a stroll,Walk 10km,,,,Walk 10km,leather_boots,Statistics,blazeandcave:statistics/out_for_a_stroll,,
785,Subset,,,0,0,FALSE,,Who needs cars?,Walk 50km,,,,Walk 50km,iron_boots,Statistics,blazeandcave:statistics/who_needs_cars,,
786,Unique,,,0,0,FALSE,,I enjoy long walks & playing MC,Walk 250km,,,,Walk 250km,diamond_boots,Statistics,blazeandcave:statistics/i_enjoy_long_walks_and_playing_minecraft,,afk
787,Subset,,,0,0,FALSE,,Natural Sprinter,Sprint 10km,,,,Sprint 10km,red_terracotta,Statistics,blazeandcave:statistics/natural_sprinter,,
788,Subset,,,0,0,FALSE,,Marathon,Sprint 42.195km,,,,Sprint 42.195km,grass_block,Statistics,blazeandcave:statistics/marathon,,
789,Unique,,,0,0,FALSE,,Your legs must be tired,Sprint 250km,,,,Sprint 250km,chainmail_leggings,Statistics,blazeandcave:statistics/your_legs_must_be_tired,,afk
790,Subset,,,0,0,FALSE,,Spring in your step,Jump 1000 times,,,,Jump 1000 times,oak_fence,Statistics,blazeandcave:statistics/spring_in_your_step,,
791,Subset,,,0,0,FALSE,,"Boing, Boing","Jump 10,000 times",,,,"Jump 10,000 times",acacia_leaves,Statistics,blazeandcave:statistics/boing_boing,,
792,Unique,,,0,0,FALSE,,Jumping Jacks,"Jump 100,000 times",,,,"Jump 100,000 times",cyan_carpet,Statistics,blazeandcave:statistics/jumping_jacks,,afk
793,Subset,,,0,0,FALSE,,Sneaky Snitch,Sneak 100m,,,,Sneak 100m,leather_boots,Statistics,blazeandcave:statistics/sneaky_snitch,,
794,Subset,,,0,0,FALSE,,Black Belt Ninja,Sneak 1km,,,,Sneak 1km,leather_chestplate,Statistics,blazeandcave:statistics/black_belt_ninja,,
795,Unique,,,0,0,FALSE,,Ancient Kung Fu Master,Sneak 10km,,,,Sneak 10km,panda_spawn_egg,Statistics,blazeandcave:statistics/ancient_kung_fu_master,,afk
796,Subset,,,0,0,FALSE,,Laps in the pool,"Swim 1km (""Swim"" is defined as sprint-swimming)",3 Pufferfish,,"""Swim"" is defined as sprint-swimming",Swim 1km,leather_leggings,Statistics,blazeandcave:statistics/laps_in_the_pool,,
797,Subset,,,0,0,FALSE,,Olympic Athlete,Swim 10km,8 Pufferfish,,,Swim 10km,golden_leggings,Statistics,blazeandcave:statistics/olympic_athlete,,
798,Unique,,,0,0,FALSE,,Olympic Gold Medallist,Swim 50km,24 Pufferfish,,,Swim 50km,gold_block,Statistics,blazeandcave:statistics/olympic_gold_medallist,,afk
799,Subset,,,0,0,FALSE,,Minecart Rider,Ride 1km in a minecart,8 Iron Ingots,,,Ride 1km in a minecart,minecart,Statistics,blazeandcave:statistics/minecart_rider,,
800,Subset,,,0,0,FALSE,,I Like Trains,Ride 10km in a minecart,24 Iron Ingots,,,Ride 10km in a minecart,furnace_minecart,Statistics,blazeandcave:statistics/i_like_trains,,
801,Unique,,,0,0,FALSE,,Global Railway Network,Ride 50km in a minecart,8 Iron Blocks,,,Ride 50km in a minecart,command_block_minecart,Statistics,blazeandcave:statistics/global_railway_network,,afk
802,Subset,,,0,0,FALSE,,Pig Training,Ride 100 m on a pig,"1 Saddle, 8 Raw Porkchops",,,Ride 100 m on a pig,saddle,Statistics,blazeandcave:statistics/pig_training,,
803,Subset,,,0,0,FALSE,,Snout 500,Ride 1 km on a pig,"24 Carrots, 24 Raw Porkchops",,,Ride 1 km on a pig,carrot_on_a_stick,Statistics,blazeandcave:statistics/snout_500,,
804,Unique,,,0,0,FALSE,,Lightning McPig,Ride 10 km on a pig,"1 Saddle, 64 Raw Porkchops",,,Ride 10 km on a pig,player_head,Statistics,blazeandcave:statistics/lightning_mcpig,,afk
805,Subset,,,0,0,FALSE,,Horse Training,Ride 1 km on a horse,"1 Iron Horse Armor, 8 Leather",,,Ride 1 km on a horse,iron_horse_armor,Statistics,blazeandcave:statistics/horse_training,,
806,Subset,,,0,0,FALSE,,Sheriff Firearm,Ride 10 km on a horse,"1 Gold Horse Armor, 24 Leather",,,Ride 10 km on a horse,golden_horse_armor,Statistics,blazeandcave:statistics/sheriff_firearm,,
807,Unique,,,0,0,FALSE,,Scourge of the West,Ride 50 km on a horse,"1 Diamond Horse Armor, 64 Leather",,,Ride 50 km on a horse,diamond_horse_armor,Statistics,blazeandcave:statistics/scourge_of_the_west,,afk
808,Subset,,,0,0,FALSE,,Luxury Cruise,Sail 1km in a boat,1 Nautilus Shell,,,Sail 1km in a boat,oak_boat,Statistics,blazeandcave:statistics/luxury_cruise,,
809,Subset,,,0,0,FALSE,,Pirate Captain,Sail 10km in a boat,3 Nautilus Shells,,,Sail 10km in a boat,spruce_boat,Statistics,blazeandcave:statistics/pirate_captain,,
810,Unique,,,0,0,FALSE,,Sailor of the Seven Seas,Sail 50km in a boat,"8 Nautilus Shells, 1 Heart of the Sea",,,Sail 50km in a boat,dark_oak_boat,Statistics,blazeandcave:statistics/sailor_of_the_seven_seas,,afk
811,Subset,,,0,0,FALSE,,Taking It In Stride,Ride 100m on a Strider,3 Warped Fungus,,,Ride 100m on a Strider,lava_bucket,Statistics,blazeandcave:statistics/taking_it_in_stride,,
812,Subset,,,0,0,FALSE,,Who Needs Boats?,Ride 1km on a Strider,8 Warped Fungus,,,Ride 1km on a Strider,warped_fungus_on_a_stick,Statistics,blazeandcave:statistics/who_needs_boats,,
813,Unique,,,0,0,FALSE,,"This Ride Is Lit, Yo!",Ride 10km on a Strider,24 Warped Fungus,,,Ride 10km on a Strider,strider_spawn_egg,Statistics,blazeandcave:statistics/this_ride_is_lit_yo,,afk
814,Subset,,,0,0,FALSE,,Take to the Skies,Fly 10 km with elytra,64 Firework Rockets (Flight Duration: 1),,,Fly 10 km with elytra,phantom_membrane,Statistics,blazeandcave:statistics/take_to_the_skies,,"End Explorer 
(100k)"
815,Subset,,,0,0,FALSE,,Supersonic,Fly 100km with elytra,192 Firework Rockets (Flight Duration: 2),,,Fly 100km with elytra,elytra,Statistics,blazeandcave:statistics/supersonic,,"End Explorer 
(100k)"
816,Incidental,,,0,0,FALSE,,Frequent Flyer,Fly 1000km with elytra,A Shulker Box containing 9 stacks of 64 Firework Rockets (Flight Duration: 3),,,Fly 1000km with elytra,firework_rocket,Statistics,blazeandcave:statistics/frequent_flyer,,
